restaurant_id,platform,restaurant_name,city,city_lat,city_lon,locality,restaurant_type,cuisines,primary_cuisine,avg_cost_per_person_inr,price_category,distance_from_city_center_km,amenities_count,has_own_website,has_own_app,food_license_verified,listing_date,days_listed,days_operational,rating,total_reviews,delivery_fee_inr,avg_delivery_time_minutes,platform_commission_pct,discount_frequency_pct,estimated_monthly_orders,estimated_monthly_revenue_inr,estimated_net_profit_inr,market_share_pct,profit_diff_swiggy_minus_zomato_inr,orders_diff_swiggy_minus_zomato,rating_diff_swiggy_minus_zomato,delivery_time_diff_swiggy_minus_zomato_min,profit_winner,combined_monthly_orders,combined_monthly_revenue_inr,combined_monthly_profit_inr
REST000087,Swiggy,Restaurant_87,Mumbai,19.076,72.8777,Mumbai_Locality_9,Cafe,Mediterranean,Mediterranean,307,Mid-Range,4.9,4,False,False,False,2021-05-08,1833,2049,4.2,2465,44,27,20,24,193,47400,43154,59,-510,-5,-0.09999999999999964,-17,Zomato,391,95420,86818
REST000088,Swiggy,Restaurant_88,Mumbai,19.076,72.8777,Mumbai_Locality_10,Cloud Kitchen,Lebanese; Continental,Lebanese; Continental,1446,Luxury,5.1,3,True,True,False,2018-02-18,3008,2877,3.6,2624,45,28,24,11,301,330786,324014,60,-107813,-117,-1.4,-7,Zomato,719,772018,755841
REST000089,Swiggy,Restaurant_89,Mumbai,19.076,72.8777,Mumbai_Locality_10,Cafe,Bakery,Bakery,1016,Premium,12.6,5,True,True,True,2017-08-31,3179,313,4.2,2079,83,50,20,23,157,127609,121094,65,-4721,-4,-0.09999999999999964,2,Zomato,318,260105,246909
REST000090,Swiggy,Restaurant_90,Mumbai,19.076,72.8777,Mumbai_Locality_20,Cafe,Biryani,Biryani,171,Budget,1.1,5,True,False,False,2026-01-05,130,2672,4.4,3536,30,30,20,17,216,29548,26308,60,3371,25,0.5000000000000004,1,Swiggy,407,55350,49245
REST000091,Swiggy,Restaurant_91,Mumbai,19.076,72.8777,Mumbai_Locality_3,Fine Dine,Seafood,Seafood,1139,Premium,2.2,3,True,True,True,2017-12-25,3063,3020,3.8,1704,31,28,15,5,161,155872,153376,51,-30172,-25,-0.6000000000000005,-3,Zomato,347,342303,336924
REST000092,Swiggy,Restaurant_92,Mumbai,19.076,72.8777,Mumbai_Locality_11,Food Truck,Fast Food,Fast Food,209,Budget,8.6,5,True,True,False,2022-03-09,1528,1922,3.8,3550,63,41,20,8,115,19228,15605,54,-721,0,0.0,10,Zomato,230,39177,31931
REST000093,Swiggy,Restaurant_93,Mumbai,19.076,72.8777,Mumbai_Locality_16,Casual Dining,Street Food,Street Food,1087,Premium,8.2,4,True,True,True,2022-02-06,1559,2647,3.6,2860,60,34,19,6,220,193703,187103,51,-189,-6,-0.10000000000000009,-1,Zomato,446,387775,374395
REST000094,Swiggy,Restaurant_94,Mumbai,19.076,72.8777,Mumbai_Locality_5,Food Truck,Mediterranean,Mediterranean,491,Mid-Range,8.8,6,False,False,False,2021-08-17,1732,1762,3.6,1429,64,39,20,10,107,42029,38605,51,-450,3,0.10000000000000009,-3,Zomato,211,84412,77660
REST000095,Swiggy,Restaurant_95,Mumbai,19.076,72.8777,Mumbai_Locality_1,Cloud Kitchen,Fast Food,Fast Food,1308,Luxury,12.0,7,False,True,True,2018-01-13,3044,933,3.9,1387,80,48,23,13,263,264883,254363,66,-39653,-41,-0.6000000000000001,8,Zomato,567,571059,548379
REST000096,Swiggy,Restaurant_96,Mumbai,19.076,72.8777,Mumbai_Locality_12,QSR,South Indian,South Indian,1399,Luxury,13.0,5,False,False,False,2023-01-16,1215,386,4.0,4826,85,48,18,11,189,216817,208784,48,15465,14,0.2999999999999998,0,Swiggy,364,417573,402103
REST000097,Swiggy,Restaurant_97,Mumbai,19.076,72.8777,Mumbai_Locality_14,Food Truck,Biryani; Continental,Biryani; Continental,656,Mid-Range,13.8,6,False,False,False,2021-03-10,1892,1165,3.9,1208,89,53,20,11,108,56678,51872,55,752,3,0.10000000000000009,8,Swiggy,213,112470,102992
REST000098,Swiggy,Restaurant_98,Mumbai,19.076,72.8777,Mumbai_Locality_3,QSR,Korean,Korean,1029,Premium,11.1,6,False,True,True,2024-11-23,538,1907,4.4,3268,75,49,19,14,249,207539,198201,51,47347,57,1.0000000000000004,8,Swiggy,441,365593,349055
REST000099,Swiggy,Restaurant_99,Mumbai,19.076,72.8777,Mumbai_Locality_14,Cloud Kitchen,Street Food,Street Food,1490,Luxury,3.4,8,True,False,True,2025-05-31,349,2850,4.5,2254,37,30,26,40,375,413475,406537,68,-50943,-25,-0.2999999999999998,-3,Zomato,775,878355,864017
REST000100,Swiggy,Restaurant_100,Mumbai,19.076,72.8777,Mumbai_Locality_15,Food Truck,Cafe,Cafe,295,Budget,0.6,6,True,True,True,2019-06-12,2529,2879,4.4,1092,30,26,18,19,147,35559,33354,61,3569,14,0.40000000000000036,-2,Swiggy,280,67339,63139
REST000101,Swiggy,Restaurant_101,Mumbai,19.076,72.8777,Mumbai_Locality_5,Cloud Kitchen,Pan-Asian; Lebanese,Pan-Asian; Lebanese,402,Mid-Range,13.8,3,False,True,False,2016-10-12,3502,2553,4.1,833,89,48,24,18,332,101432,86658,74,3171,17,0.19999999999999973,-1,Swiggy,647,198937,170145
REST000102,Swiggy,Restaurant_102,Mumbai,19.076,72.8777,Mumbai_Locality_13,Casual Dining,Thai; Bakery,Thai; Bakery,1231,Luxury,4.8,5,True,True,False,2026-02-18,86,253,3.8,4875,44,35,19,14,176,175491,171619,45,-18527,-19,-0.40000000000000036,1,Zomato,371,369927,361765
REST000103,Swiggy,Restaurant_103,Mumbai,19.076,72.8777,Mumbai_Locality_17,Casual Dining,South Indian; Mediterranean,South Indian; Mediterranean,1411,Luxury,4.7,6,False,False,True,2018-02-07,3019,2948,3.6,4405,43,35,23,7,227,246628,241748,41,-40469,-38,-0.6000000000000001,-1,Zomato,492,534542,523965
REST000104,Swiggy,Restaurant_104,Mumbai,19.076,72.8777,Mumbai_Locality_14,Fine Dine,Cafe,Cafe,175,Budget,2.2,5,True,False,False,2017-03-28,3335,2537,3.8,1448,31,27,18,9,153,21955,19584,42,-5067,-32,-0.7999999999999998,6,Zomato,338,49473,44235
REST000105,Swiggy,Restaurant_105,Mumbai,19.076,72.8777,Mumbai_Locality_19,QSR,Thai,Thai,472,Mid-Range,9.6,3,True,True,False,2020-12-30,1962,2062,4.7,1377,68,44,21,36,271,101050,91836,56,4283,23,0.40000000000000036,-2,Swiggy,519,197035,179389
REST000106,Swiggy,Restaurant_106,Mumbai,19.076,72.8777,Mumbai_Locality_2,Cloud Kitchen,Continental,Continental,309,Mid-Range,8.5,3,False,False,False,2025-04-27,383,2954,4.0,2630,62,39,22,11,337,81223,70776,68,-4132,-25,-0.2999999999999998,-1,Zomato,699,167353,145684
REST000107,Swiggy,Restaurant_107,Mumbai,19.076,72.8777,Mumbai_Locality_19,Fine Dine,Pan-Asian,Pan-Asian,1269,Luxury,11.9,5,True,True,True,2020-05-06,2200,3059,3.5,4051,79,49,14,10,148,161518,155672,40,-29556,-26,-0.5999999999999996,4,Zomato,322,353619,340900
REST000108,Swiggy,Restaurant_108,Mumbai,19.076,72.8777,Mumbai_Locality_9,Cloud Kitchen,Multi-Cuisine; Continental,Multi-Cuisine; Continental,345,Mid-Range,1.8,4,False,False,False,2021-03-18,1884,978,3.9,705,30,21,26,15,265,67654,63679,63,1679,21,0.2999999999999998,-7,Swiggy,509,133314,125679
REST000109,Swiggy,Restaurant_109,Mumbai,19.076,72.8777,Mumbai_Locality_19,Casual Dining,Chinese; Continental,Chinese; Continental,575,Mid-Range,2.1,4,True,True,False,2022-04-19,1487,462,3.6,4400,30,23,18,9,172,81098,78518,53,-6448,-24,-0.49999999999999956,-7,Zomato,368,169004,163484
REST000110,Swiggy,Restaurant_110,Mumbai,19.076,72.8777,Mumbai_Locality_6,Food Truck,South Indian; Desserts,South Indian; Desserts,174,Budget,1.0,3,False,True,False,2025-04-04,406,1686,4.2,1155,30,35,18,12,124,17692,15832,49,594,3,0.10000000000000053,5,Swiggy,245,34745,31070
REST000111,Swiggy,Restaurant_111,Mumbai,19.076,72.8777,Mumbai_Locality_6,Fine Dine,South Indian; South Indian,South Indian; South Indian,874,Premium,13.9,8,False,True,True,2021-08-02,1747,1804,3.6,3505,89,53,17,14,134,97206,91243,44,-16725,-15,-0.3999999999999999,-2,Zomato,283,211804,199211
REST000112,Swiggy,Restaurant_112,Mumbai,19.076,72.8777,Mumbai_Locality_18,Cafe,Thai,Thai,1178,Premium,12.0,6,True,True,True,2018-12-03,2720,1596,3.3,2828,80,47,21,9,144,134009,128249,46,-39606,-35,-0.7999999999999998,-5,Zomato,323,309024,296104
REST000113,Swiggy,Restaurant_113,Mumbai,19.076,72.8777,Mumbai_Locality_8,QSR,Japanese; South Indian,Japanese; South Indian,634,Mid-Range,8.8,7,False,True,True,2025-04-11,399,3296,5.0,1433,64,35,22,31,326,161213,150781,59,38099,98,1.5,-2,Swiggy,554,281191,263463
REST000114,Swiggy,Restaurant_114,Mumbai,19.076,72.8777,Mumbai_Locality_17,Casual Dining,Vietnamese,Vietnamese,271,Budget,7.4,5,False,False,True,2022-09-02,1351,1388,4.1,1463,57,46,22,21,219,46292,40050,54,3840,21,0.39999999999999947,6,Swiggy,417,88145,76260
REST000115,Swiggy,Restaurant_115,Mumbai,19.076,72.8777,Mumbai_Locality_11,Casual Dining,Mexican; Multi-Cuisine,Mexican; Multi-Cuisine,778,Premium,3.0,3,True,True,True,2020-09-21,2062,2331,4.1,1446,35,30,17,22,243,156914,152662,43,-6769,-24,-0.40000000000000036,4,Zomato,510,321017,312093
REST000116,Swiggy,Restaurant_116,Mumbai,19.076,72.8777,Mumbai_Locality_11,QSR,Chinese,Chinese,867,Premium,2.9,6,False,True,False,2024-06-18,696,393,3.7,2054,34,30,19,7,175,122897,119922,45,-9656,-19,-0.39999999999999947,-3,Zomato,369,255773,249500
REST000117,Swiggy,Restaurant_117,Mumbai,19.076,72.8777,Mumbai_Locality_11,Fine Dine,South Indian,South Indian,340,Mid-Range,4.3,4,True,False,False,2018-06-21,2885,458,4.2,624,41,25,16,15,133,37984,35258,53,-1526,-4,-0.09999999999999964,-20,Zomato,270,77577,72042
REST000118,Swiggy,Restaurant_118,Mumbai,19.076,72.8777,Mumbai_Locality_4,Cafe,Seafood,Seafood,753,Premium,1.2,6,False,True,False,2019-02-02,2659,2371,4.2,3512,30,30,18,19,200,123492,120492,55,-3012,-5,-0.09999999999999964,9,Zomato,405,250071,243996
REST000119,Swiggy,Restaurant_119,Mumbai,19.076,72.8777,Mumbai_Locality_6,Casual Dining,Pan-Asian; Pan-Asian,Pan-Asian; Pan-Asian,459,Mid-Range,7.0,7,True,False,True,2022-12-08,1254,1108,3.9,4632,55,39,19,14,202,75101,69546,41,-14699,-46,-0.8999999999999999,8,Zomato,450,166166,153791
REST000120,Swiggy,Restaurant_120,Mumbai,19.076,72.8777,Mumbai_Locality_17,Cloud Kitchen,South Indian,South Indian,583,Mid-Range,12.1,7,False,False,False,2016-09-06,3538,2805,4.5,1426,80,50,28,40,373,156570,141650,63,-6524,0,0.0,4,Zomato,746,319664,289824
REST000121,Swiggy,Restaurant_121,Mumbai,19.076,72.8777,Mumbai_Locality_20,Food Truck,Street Food; North Indian,Street Food; North Indian,355,Mid-Range,9.0,5,False,True,False,2024-05-10,735,3231,3.8,4826,65,48,19,10,131,37669,33411,47,-2050,-10,-0.2999999999999998,8,Zomato,272,77713,68872
REST000122,Swiggy,Restaurant_122,Mumbai,19.076,72.8777,Mumbai_Locality_13,Cloud Kitchen,Continental; Biryani,Continental; Biryani,191,Budget,1.1,4,False,False,True,2019-07-04,2507,3630,4.4,2210,30,22,27,13,395,55074,49149,61,3359,27,0.3000000000000007,-12,Swiggy,763,106384,94939
REST000123,Swiggy,Restaurant_123,Mumbai,19.076,72.8777,Mumbai_Locality_14,Casual Dining,Street Food,Street Food,787,Premium,11.2,4,False,True,True,2022-03-31,1506,3140,4.2,1312,76,46,20,15,270,169992,159732,52,23073,39,0.6000000000000001,4,Swiggy,501,315429,296391
REST000124,Swiggy,Restaurant_124,Mumbai,19.076,72.8777,Mumbai_Locality_13,QSR,Pan-Asian; Thai,Pan-Asian; Thai,1121,Premium,9.7,3,True,True,True,2019-01-11,2681,537,4.0,3664,68,40,22,12,193,168755,162193,48,-22602,-24,-0.5,-1,Zomato,410,360928,346988
REST000125,Swiggy,Restaurant_125,Mumbai,19.076,72.8777,Mumbai_Locality_14,Cafe,Bakery,Bakery,167,Budget,7.9,6,False,False,True,2019-09-25,2424,3571,3.8,1428,59,41,21,9,203,26781,20793,64,-1127,-11,-0.20000000000000018,-6,Zomato,417,55014,42713
REST000126,Swiggy,Restaurant_126,Mumbai,19.076,72.8777,Mumbai_Locality_18,Fine Dine,Thai; Pan-Asian,Thai; Pan-Asian,1461,Luxury,9.9,7,True,False,False,2022-12-22,1240,2524,3.8,2764,69,42,18,8,153,183297,178018,50,5071,8,0.19999999999999973,-6,Swiggy,298,361246,350965
REST000127,Swiggy,Restaurant_127,Mumbai,19.076,72.8777,Mumbai_Locality_2,Cloud Kitchen,Mediterranean,Mediterranean,884,Premium,9.0,4,True,False,True,2018-12-13,2710,2373,4.0,4389,65,33,27,13,318,205211,194876,72,4312,24,0.2999999999999998,-9,Swiggy,612,405330,385440
REST000128,Swiggy,Restaurant_128,Mumbai,19.076,72.8777,Mumbai_Locality_10,Casual Dining,Pan-Asian,Pan-Asian,259,Budget,6.6,8,False,False,False,2019-11-26,2362,1387,3.6,974,53,42,17,13,192,41274,36186,54,556,-11,-0.19999999999999973,9,Swiggy,395,82284,71816
REST000129,Swiggy,Restaurant_129,Mumbai,19.076,72.8777,Mumbai_Locality_3,Casual Dining,Mughlai; Fast Food,Mughlai; Fast Food,495,Mid-Range,7.6,6,True,False,False,2026-02-17,87,2614,4.0,2250,58,37,22,23,244,94208,87132,52,-4831,0,0.0,-1,Zomato,488,193247,179095
REST000130,Swiggy,Restaurant_130,Mumbai,19.076,72.8777,Mumbai_Locality_1,Food Truck,Bakery,Bakery,776,Premium,9.6,6,True,True,False,2017-03-08,3355,1049,3.9,4133,68,48,19,14,107,67255,63617,51,-2972,-8,-0.30000000000000027,-4,Zomato,222,137754,130206
REST000131,Swiggy,Restaurant_131,Mumbai,19.076,72.8777,Mumbai_Locality_5,Fine Dine,Cafe,Cafe,1461,Luxury,3.6,8,True,True,True,2018-06-29,2877,119,4.5,316,38,31,18,10,137,164128,161525,41,-379,3,0.09999999999999964,-7,Zomato,271,328578,323429
REST000132,Swiggy,Restaurant_132,Mumbai,19.076,72.8777,Mumbai_Locality_17,QSR,Mexican; Biryani,Mexican; Biryani,728,Premium,4.4,5,False,True,False,2018-07-28,2848,2510,3.3,4200,42,35,18,13,199,118795,114616,49,-36652,-67,-1.1000000000000005,0,Zomato,465,275649,265884
REST000133,Swiggy,Restaurant_133,Mumbai,19.076,72.8777,Mumbai_Locality_3,QSR,Cafe,Cafe,357,Mid-Range,13.6,4,False,False,True,2018-01-02,3055,3451,4.1,4201,88,58,23,11,271,74495,62571,54,-3870,0,0.0,10,Zomato,542,152860,129012
REST000134,Swiggy,Restaurant_134,Mumbai,19.076,72.8777,Mumbai_Locality_5,Fine Dine,South Indian,South Indian,913,Premium,10.1,6,True,True,False,2021-08-15,1734,728,4.8,2207,70,46,18,32,158,118288,112758,46,28738,46,1.4,4,Swiggy,270,206228,196778
REST000135,Swiggy,Restaurant_135,Mumbai,19.076,72.8777,Mumbai_Locality_20,Food Truck,Biryani,Biryani,1149,Premium,6.0,8,True,False,False,2022-05-30,1446,1498,4.5,1080,50,40,19,36,130,120989,117739,46,28982,32,1.1,0,Swiggy,228,212196,206496
REST000136,Swiggy,Restaurant_136,Mumbai,19.076,72.8777,Mumbai_Locality_2,Casual Dining,Japanese; Vietnamese,Japanese; Vietnamese,806,Premium,0.7,3,False,True,False,2016-09-06,3538,672,4.5,623,30,27,18,32,221,146063,142748,41,38918,54,1.1,-12,Swiggy,388,252398,246578
REST000137,Swiggy,Restaurant_137,Mumbai,19.076,72.8777,Mumbai_Locality_16,Cloud Kitchen,Mughlai,Mughlai,1387,Luxury,11.3,5,False,False,False,2018-04-05,2962,102,3.6,11,76,54,25,12,219,227814,219492,73,-38475,-42,-0.6999999999999997,9,Zomato,480,495699,477459
REST000138,Swiggy,Restaurant_138,Mumbai,19.076,72.8777,Mumbai_Locality_1,Fine Dine,Italian; Cafe,Italian; Cafe,486,Mid-Range,5.4,3,True,False,True,2017-01-15,3407,3429,3.6,880,47,26,14,8,158,66037,62324,51,-5128,-13,-0.2999999999999998,-10,Zomato,329,137508,129776
REST000139,Swiggy,Restaurant_139,Mumbai,19.076,72.8777,Mumbai_Locality_14,Cafe,Mughlai,Mughlai,425,Mid-Range,1.2,4,True,True,False,2021-12-11,1616,2623,4.1,4837,30,27,20,25,200,68000,65000,60,7800,24,0.49999999999999956,0,Swiggy,376,127840,122200
REST000140,Swiggy,Restaurant_140,Mumbai,19.076,72.8777,Mumbai_Locality_20,Food Truck,Mediterranean,Mediterranean,423,Mid-Range,13.8,8,True,True,False,2020-08-21,2093,3152,3.7,2419,89,56,20,13,127,42976,37325,63,-3778,-17,-0.5,-1,Zomato,271,90487,78428
REST000141,Swiggy,Restaurant_141,Mumbai,19.076,72.8777,Mumbai_Locality_16,Cafe,Italian; Japanese,Italian; Japanese,1015,Premium,9.0,4,True,False,True,2024-01-01,865,2762,3.6,4383,65,45,18,8,178,148149,142364,46,20807,20,0.3999999999999999,8,Swiggy,336,274841,263921
REST000142,Swiggy,Restaurant_142,Mumbai,19.076,72.8777,Mumbai_Locality_18,QSR,Street Food,Street Food,931,Premium,13.0,4,True,False,True,2017-10-27,3122,3070,4.1,2366,85,41,19,10,262,197576,186441,65,-24249,-38,-0.6000000000000005,-18,Zomato,562,421016,397131
REST000143,Swiggy,Restaurant_143,Mumbai,19.076,72.8777,Mumbai_Locality_6,Cafe,Bakery,Bakery,721,Premium,14.8,4,False,False,False,2017-06-06,3265,335,4.0,342,94,52,19,14,150,87601,80551,57,3759,7,0.20000000000000018,-1,Swiggy,293,171114,157343
REST000144,Swiggy,Restaurant_144,Mumbai,19.076,72.8777,Mumbai_Locality_6,Fine Dine,Mughlai,Mughlai,603,Mid-Range,8.0,7,True,True,False,2025-11-03,193,3250,3.6,763,60,46,14,14,156,80898,76218,45,-10171,-30,-0.6999999999999997,10,Zomato,342,172867,162607
REST000145,Swiggy,Restaurant_145,Mumbai,19.076,72.8777,Mumbai_Locality_18,Cloud Kitchen,Italian,Italian,757,Premium,11.0,8,False,True,True,2017-11-29,3089,131,3.5,3997,75,49,28,13,213,116093,108106,65,-24969,-31,-0.5,4,Zomato,457,258318,241181
REST000146,Swiggy,Restaurant_146,Mumbai,19.076,72.8777,Mumbai_Locality_3,Fine Dine,Street Food; South Indian,Street Food; South Indian,944,Premium,1.6,8,True,False,False,2017-06-18,3253,759,3.7,2128,30,23,14,5,122,99044,97214,45,-6796,-7,-0.19999999999999973,-6,Zomato,251,204989,201224
REST000147,Swiggy,Restaurant_147,Mumbai,19.076,72.8777,Mumbai_Locality_15,Food Truck,Chinese,Chinese,1267,Luxury,6.0,3,True,True,True,2025-10-26,201,3397,3.5,1127,50,35,22,15,123,121555,118480,51,-18404,-21,-0.5999999999999996,-8,Zomato,267,262039,255364
REST000148,Swiggy,Restaurant_148,Mumbai,19.076,72.8777,Mumbai_Locality_18,Food Truck,Vietnamese,Vietnamese,479,Mid-Range,14.2,6,False,True,False,2024-01-28,838,1278,4.2,4208,91,56,18,11,118,46348,40979,50,-3963,-17,-0.5999999999999996,-3,Zomato,253,97433,85921
REST000149,Swiggy,Restaurant_149,Mumbai,19.076,72.8777,Mumbai_Locality_8,QSR,Pan-Asian,Pan-Asian,462,Mid-Range,2.0,8,False,False,False,2022-04-07,1499,2567,3.8,2514,30,24,20,8,231,85377,81912,51,-16466,-36,-0.6000000000000005,-3,Zomato,498,187760,180290
REST000150,Swiggy,Restaurant_150,Mumbai,19.076,72.8777,Mumbai_Locality_20,Cloud Kitchen,Japanese,Japanese,188,Budget,1.7,7,False,True,False,2017-08-18,3192,1179,3.9,636,30,32,25,8,271,38211,34146,71,-6682,-63,-0.8999999999999999,10,Zomato,605,84049,74974
REST000151,Swiggy,Restaurant_151,Mumbai,19.076,72.8777,Mumbai_Locality_3,Casual Dining,Street Food,Street Food,437,Mid-Range,6.3,3,True,True,False,2023-04-29,1112,2086,4.4,1368,51,34,21,25,254,87688,81211,54,20257,58,1.0000000000000004,-4,Swiggy,450,153640,142165
REST000152,Swiggy,Restaurant_152,Mumbai,19.076,72.8777,Mumbai_Locality_12,Casual Dining,South Indian; Thai,South Indian; Thai,689,Mid-Range,6.1,6,False,False,True,2019-07-07,2504,1892,4.4,4281,50,31,19,12,249,138964,132739,46,15375,23,0.40000000000000036,-3,Swiggy,475,261978,250103
REST000153,Swiggy,Restaurant_153,Mumbai,19.076,72.8777,Mumbai_Locality_8,Food Truck,Continental,Continental,621,Mid-Range,1.6,3,True,True,True,2019-03-25,2608,2665,4.1,4941,30,24,21,15,134,65739,63729,47,-2277,-3,-0.10000000000000053,-6,Zomato,271,133800,129735
REST000154,Swiggy,Restaurant_154,Mumbai,19.076,72.8777,Mumbai_Locality_9,Food Truck,Continental,Continental,593,Mid-Range,13.9,7,True,False,True,2021-03-15,1887,2146,4.5,2332,89,37,18,39,139,67590,61404,62,15002,28,0.8999999999999999,-20,Swiggy,250,118931,107806
REST000155,Swiggy,Restaurant_155,Mumbai,19.076,72.8777,Mumbai_Locality_4,Casual Dining,Mediterranean,Mediterranean,1409,Luxury,0.7,7,False,False,True,2016-06-23,3613,2171,4.3,1463,30,18,22,14,251,275854,272089,48,39452,47,0.7999999999999998,-2,Swiggy,455,511551,504726
REST000156,Swiggy,Restaurant_156,Mumbai,19.076,72.8777,Mumbai_Locality_16,Cafe,Thai,Thai,730,Premium,11.9,7,True,True,False,2021-07-05,1775,1591,3.7,1914,79,43,17,5,162,98155,91756,50,-4402,-17,-0.39999999999999947,-2,Zomato,341,201384,187914
REST000157,Swiggy,Restaurant_157,Mumbai,19.076,72.8777,Mumbai_Locality_12,QSR,Japanese,Japanese,908,Premium,9.4,8,False,True,False,2024-06-26,688,2817,3.4,3962,67,38,20,11,212,153996,146894,65,-37984,-62,-1.0000000000000004,-3,Zomato,486,348053,331772
REST000158,Swiggy,Restaurant_158,Mumbai,19.076,72.8777,Mumbai_Locality_16,Cafe,North Indian; Continental,North Indian; Continental,937,Premium,13.9,8,True,True,True,2019-05-23,2549,1813,4.0,4999,89,57,19,11,179,135855,127890,58,-5477,-18,-0.40000000000000036,7,Zomato,376,277988,261257
REST000159,Swiggy,Restaurant_159,Mumbai,19.076,72.8777,Mumbai_Locality_1,Cafe,South Indian,South Indian,1210,Luxury,14.6,5,False,False,True,2019-11-04,2384,385,3.8,4811,93,61,20,13,144,139392,132696,63,-14626,-18,-0.5,7,Zomato,306,294247,280018
REST000160,Swiggy,Restaurant_160,Mumbai,19.076,72.8777,Mumbai_Locality_4,QSR,Fast Food,Fast Food,1327,Luxury,8.6,8,True,True,False,2017-04-25,3307,2090,4.7,2121,63,42,20,30,272,288755,280187,53,48783,53,0.9000000000000004,-5,Swiggy,491,527057,511591
REST000161,Swiggy,Restaurant_161,Mumbai,19.076,72.8777,Mumbai_Locality_1,Cloud Kitchen,Pan-Asian,Pan-Asian,1285,Luxury,10.7,8,True,False,True,2024-07-16,668,1108,4.5,2811,73,51,27,26,310,290795,279480,62,271,13,0.20000000000000018,7,Swiggy,607,580845,558689
REST000162,Swiggy,Restaurant_162,Mumbai,19.076,72.8777,Mumbai_Locality_16,Fine Dine,Chinese; Biryani,Chinese; Biryani,1326,Luxury,9.4,4,False,True,False,2020-08-26,2088,3160,4.2,2593,67,47,17,17,180,198104,192074,55,16084,21,0.5,8,Swiggy,339,379421,368064
REST000163,Swiggy,Restaurant_163,Mumbai,19.076,72.8777,Mumbai_Locality_4,Cloud Kitchen,Biryani; Street Food,Biryani; Street Food,816,Premium,10.6,4,False,False,False,2016-09-15,3529,1914,4.3,4769,73,39,24,20,325,201552,189689,59,13424,23,0.2999999999999998,-14,Swiggy,627,388840,365954
REST000164,Swiggy,Restaurant_164,Mumbai,19.076,72.8777,Mumbai_Locality_5,QSR,Street Food,Street Food,930,Premium,14.7,4,False,False,False,2022-12-04,1258,2839,3.9,4559,93,57,20,11,243,180792,169492,60,20060,37,0.6000000000000001,-5,Swiggy,449,339803,318924
REST000165,Swiggy,Restaurant_165,Mumbai,19.076,72.8777,Mumbai_Locality_4,Food Truck,Korean,Korean,682,Mid-Range,10.5,8,False,False,False,2018-09-27,2787,275,3.4,3695,72,41,19,6,84,46403,43379,64,-10687,-18,-0.6999999999999997,-9,Zomato,186,104141,97445
REST000166,Swiggy,Restaurant_166,Mumbai,19.076,72.8777,Mumbai_Locality_20,Cafe,Street Food; Mediterranean,Street Food; Mediterranean,978,Premium,4.7,7,False,False,True,2024-05-30,715,2617,3.4,3465,43,35,18,9,166,133125,129556,48,5477,5,0.10000000000000009,3,Swiggy,327,260665,253635
REST000167,Swiggy,Restaurant_167,Mumbai,19.076,72.8777,Mumbai_Locality_9,Fine Dine,Continental; Biryani,Continental; Biryani,1119,Premium,14.1,3,True,True,False,2018-01-06,3051,2900,4.1,792,90,52,17,18,171,158819,151124,46,-21784,-13,-0.3000000000000007,0,Zomato,355,340007,324032
REST000168,Swiggy,Restaurant_168,Mumbai,19.076,72.8777,Mumbai_Locality_17,Cloud Kitchen,Lebanese,Lebanese,1257,Luxury,12.7,8,False,True,True,2017-04-06,3326,147,4.2,3910,83,56,28,24,257,232595,221929,58,18247,31,0.5,9,Swiggy,483,445656,425611
REST000169,Swiggy,Restaurant_169,Mumbai,19.076,72.8777,Mumbai_Locality_9,Cloud Kitchen,Seafood,Seafood,1127,Premium,2.8,4,True,True,False,2018-04-09,2958,73,3.7,78,33,27,26,13,224,186811,183115,71,-31336,-42,-0.7000000000000002,-11,Zomato,490,405651,397566
REST000170,Swiggy,Restaurant_170,Mumbai,19.076,72.8777,Mumbai_Locality_14,Cloud Kitchen,Cafe,Cafe,535,Mid-Range,9.6,6,True,True,False,2025-02-21,448,2146,3.9,2212,68,46,26,9,302,119561,109293,61,-19905,-55,-0.6999999999999997,5,Zomato,659,260897,238491
REST000171,Swiggy,Restaurant_171,Mumbai,19.076,72.8777,Mumbai_Locality_8,QSR,Continental; North Indian,Continental; North Indian,1099,Premium,1.8,3,True,False,False,2017-02-14,3377,90,3.8,4092,30,28,22,9,173,148299,145704,47,-27101,-22,-0.5,1,Zomato,368,324029,318509
